date,medicine_name,quantity_used,season,day_of_week,month
2025-07-08,Insulin Glargine 100IU,6,Monsoon,1,7
2025-07-08,Salbutamol Inhaler,5,Monsoon,1,7
2025-07-08,Phenytoin 100mg,6,Monsoon,1,7
2025-07-08,ORS (Oral Rehydration),27,Monsoon,1,7
2025-07-08,Cough Syrup 100ml,9,Monsoon,1,7
2025-07-08,Pantoprazole 40mg,17,Monsoon,1,7
2025-07-08,Metformin 500mg,19,Monsoon,1,7
2025-07-08,Amlodipine 5mg,17,Monsoon,1,7
2025-07-08,Azithromycin 500mg,8,Monsoon,1,7
2025-07-08,Ibuprofen 400mg,10,Monsoon,1,7
2025-07-08,Zinc Tablets 20mg,28,Monsoon,1,7
2025-07-08,Multivitamin Complex,10,Monsoon,1,7
2025-07-08,Folic Acid 5mg,16,Monsoon,1,7
2025-07-08,Atorvastatin 10mg,5,Monsoon,1,7
2025-07-08,Levocetirizine 5mg,9,Monsoon,1,7
2025-07-08,Ranitidine 150mg,15,Monsoon,1,7
2025-07-08,Diclofenac Gel 30g,3,Monsoon,1,7
2025-07-08,ORS (Orange Flavor),18,Monsoon,1,7
2025-07-08,Dolo 650mg,59,Monsoon,1,7
2025-07-08,Erythromycin 250mg,9,Monsoon,1,7
2025-07-08,Montelukast 10mg,11,Monsoon,1,7
2025-07-08,Carbamazepine 200mg,3,Monsoon,1,7
2025-07-09,Paracetamol 650mg,40,Monsoon,2,7
2025-07-09,Cetirizine 10mg,24,Monsoon,2,7
2025-07-09,Amoxicillin 500mg,19,Monsoon,2,7
2025-07-09,Insulin Glargine 100IU,5,Monsoon,2,7
2025-07-09,Salbutamol Inhaler,3,Monsoon,2,7
2025-07-09,Phenytoin 100mg,3,Monsoon,2,7
2025-07-09,ORS (Oral Rehydration),31,Monsoon,2,7
2025-07-09,Cough Syrup 100ml,9,Monsoon,2,7
2025-07-09,Pantoprazole 40mg,16,Monsoon,2,7
2025-07-09,Metformin 500mg,22,Monsoon,2,7
2025-07-09,Amlodipine 5mg,17,Monsoon,2,7
2025-07-09,Azithromycin 500mg,7,Monsoon,2,7
2025-07-09,Ibuprofen 400mg,9,Monsoon,2,7
2025-07-09,Zinc Tablets 20mg,28,Monsoon,2,7
2025-07-09,Multivitamin Complex,10,Monsoon,2,7
2025-07-09,Folic Acid 5mg,14,Monsoon,2,7
2025-07-09,Atorvastatin 10mg,10,Monsoon,2,7
2025-07-09,Levocetirizine 5mg,17,Monsoon,2,7
2025-07-09,Ranitidine 150mg,10,Monsoon,2,7
2025-07-09,Diclofenac Gel 30g,5,Monsoon,2,7
2025-07-09,ORS (Orange Flavor),17,Monsoon,2,7
2025-07-09,Dolo 650mg,50,Monsoon,2,7
2025-07-09,Erythromycin 250mg,16,Monsoon,2,7
2025-07-09,Montelukast 10mg,10,Monsoon,2,7
2025-07-09,Carbamazepine 200mg,4,Monsoon,2,7
2025-07-10,Paracetamol 650mg,43,Monsoon,3,7
2025-07-10,Cetirizine 10mg,25,Monsoon,3,7
2025-07-10,Amoxicillin 500mg,14,Monsoon,3,7
2025-07-10,Insulin Glargine 100IU,6,Monsoon,3,7
2025-07-10,Salbutamol Inhaler,5,Monsoon,3,7
2025-07-10,Phenytoin 100mg,2,Monsoon,3,7
2025-07-10,ORS (Oral Rehydration),42,Monsoon,3,7
2025-07-10,Cough Syrup 100ml,13,Monsoon,3,7
2025-07-10,Pantoprazole 40mg,8,Monsoon,3,7
2025-07-10,Metformin 500mg,20,Monsoon,3,7
2025-07-10,Amlodipine 5mg,17,Monsoon,3,7
2025-07-10,Azithromycin 500mg,7,Monsoon,3,7
2025-07-10,Ibuprofen 400mg,11,Monsoon,3,7
2025-07-10,Zinc Tablets 20mg,33,Monsoon,3,7
2025-07-10,Multivitamin Complex,12,Monsoon,3,7
2025-07-10,Folic Acid 5mg,24,Monsoon,3,7
2025-07-10,Atorvastatin 10mg,14,Monsoon,3,7
2025-07-10,Levocetirizine 5mg,6,Monsoon,3,7
2025-07-10,Ranitidine 150mg,18,Monsoon,3,7
2025-07-10,Diclofenac Gel 30g,4,Monsoon,3,7
2025-07-10,ORS (Orange Flavor),17,Monsoon,3,7
2025-07-10,Dolo 650mg,54,Monsoon,3,7
2025-07-10,Erythromycin 250mg,14,Monsoon,3,7
2025-07-10,Montelukast 10mg,12,Monsoon,3,7
2025-07-10,Carbamazepine 200mg,5,Monsoon,3,7
2025-07-11,Paracetamol 650mg,44,Monsoon,4,7
2025-07-11,Cetirizine 10mg,17,Monsoon,4,7
2025-07-11,Amoxicillin 500mg,22,Monsoon,4,7
2025-07-11,Insulin Glargine 100IU,5,Monsoon,4,7
2025-07-11,Salbutamol Inhaler,2,Monsoon,4,7
2025-07-11,Phenytoin 100mg,5,Monsoon,4,7
2025-07-11,ORS (Oral Rehydration),22,Monsoon,4,7
2025-07-11,Cough Syrup 100ml,8,Monsoon,4,7
2025-07-11,Pantoprazole 40mg,17,Monsoon,4,7
2025-07-11,Metformin 500mg,15,Monsoon,4,7
2025-07-11,Amlodipine 5mg,10,Monsoon,4,7
2025-07-11,Azithromycin 500mg,8,Monsoon,4,7
2025-07-11,Ibuprofen 400mg,12,Monsoon,4,7
2025-07-11,Zinc Tablets 20mg,26,Monsoon,4,7
2025-07-11,Multivitamin Complex,12,Monsoon,4,7
2025-07-11,Folic Acid 5mg,11,Monsoon,4,7
2025-07-11,Atorvastatin 10mg,19,Monsoon,4,7
2025-07-11,Levocetirizine 5mg,13,Monsoon,4,7
2025-07-11,Ranitidine 150mg,15,Monsoon,4,7
2025-07-11,Diclofenac Gel 30g,5,Monsoon,4,7
2025-07-11,ORS (Orange Flavor),25,Monsoon,4,7
2025-07-11,Dolo 650mg,47,Monsoon,4,7
2025-07-11,Erythromycin 250mg,15,Monsoon,4,7
2025-07-11,Montelukast 10mg,12,Monsoon,4,7
2025-07-11,Carbamazepine 200mg,4,Monsoon,4,7
2025-07-12,Paracetamol 650mg,36,Monsoon,5,7
2025-07-12,Cetirizine 10mg,20,Monsoon,5,7
2025-07-12,Amoxicillin 500mg,22,Monsoon,5,7
2025-07-12,Insulin Glargine 100IU,5,Monsoon,5,7
2025-07-12,Salbutamol Inhaler,5,Monsoon,5,7
2025-07-12,Phenytoin 100mg,3,Monsoon,5,7
2025-07-12,ORS (Oral Rehydration),34,Monsoon,5,7
2025-07-12,Cough Syrup 100ml,13,Monsoon,5,7
2025-07-12,Pantoprazole 40mg,10,Monsoon,5,7
2025-07-12,Metformin 500mg,17,Monsoon,5,7
2025-07-12,Amlodipine 5mg,14,Monsoon,5,7
2025-07-12,Azithromycin 500mg,4,Monsoon,5,7
2025-07-12,Ibuprofen 400mg,7,Monsoon,5,7
2025-07-12,Zinc Tablets 20mg,16,Monsoon,5,7
2025-07-12,Multivitamin Complex,12,Monsoon,5,7
2025-07-12,Folic Acid 5mg,15,Monsoon,5,7
2025-07-12,Atorvastatin 10mg,8,Monsoon,5,7
2025-07-12,Levocetirizine 5mg,14,Monsoon,5,7
2025-07-12,Ranitidine 150mg,22,Monsoon,5,7
2025-07-12,Diclofenac Gel 30g,7,Monsoon,5,7
2025-07-12,ORS (Orange Flavor),15,Monsoon,5,7
2025-07-12,Dolo 650mg,53,Monsoon,5,7
2025-07-12,Erythromycin 250mg,10,Monsoon,5,7
2025-07-12,Montelukast 10mg,4,Monsoon,5,7
2025-07-12,Carbamazepine 200mg,3,Monsoon,5,7
2025-07-13,Paracetamol 650mg,48,Monsoon,6,7
2025-07-13,Cetirizine 10mg,29,Monsoon,6,7
2025-07-13,Amoxicillin 500mg,25,Monsoon,6,7
2025-07-13,Insulin Glargine 100IU,6,Monsoon,6,7
2025-07-13,Salbutamol Inhaler,4,Monsoon,6,7
2025-07-13,Phenytoin 100mg,5,Monsoon,6,7
2025-07-13,ORS (Oral Rehydration),28,Monsoon,6,7
2025-07-13,Cough Syrup 100ml,10,Monsoon,6,7
2025-07-13,Pantoprazole 40mg,18,Monsoon,6,7
2025-07-13,Metformin 500mg,30,Monsoon,6,7
2025-07-13,Amlodipine 5mg,9,Monsoon,6,7
2025-07-13,Azithromycin 500mg,10,Monsoon,6,7
2025-07-13,Ibuprofen 400mg,8,Monsoon,6,7
2025-07-13,Zinc Tablets 20mg,32,Monsoon,6,7
2025-07-13,Multivitamin Complex,16,Monsoon,6,7
2025-07-13,Folic Acid 5mg,24,Monsoon,6,7
2025-07-13,Atorvastatin 10mg,9,Monsoon,6,7
2025-07-13,Levocetirizine 5mg,10,Monsoon,6,7
2025-07-13,Ranitidine 150mg,13,Monsoon,6,7
2025-07-13,Diclofenac Gel 30g,11,Monsoon,6,7
2025-07-13,ORS (Orange Flavor),20,Monsoon,6,7
2025-07-13,Dolo 650mg,42,Monsoon,6,7
2025-07-13,Erythromycin 250mg,9,Monsoon,6,7
2025-07-13,Montelukast 10mg,12,Monsoon,6,7
2025-07-13,Carbamazepine 200mg,5,Monsoon,6,7
2025-07-14,Paracetamol 650mg,46,Monsoon,0,7
2025-07-14,Cetirizine 10mg,25,Monsoon,0,7
2025-07-14,Amoxicillin 500mg,25,Monsoon,0,7
2025-07-14,Insulin Glargine 100IU,8,Monsoon,0,7
2025-07-14,Salbutamol Inhaler,4,Monsoon,0,7
2025-07-14,Phenytoin 100mg,4,Monsoon,0,7
2025-07-14,ORS (Oral Rehydration),42,Monsoon,0,7
2025-07-14,Cough Syrup 100ml,15,Monsoon,0,7
2025-07-14,Pantoprazole 40mg,10,Monsoon,0,7
2025-07-14,Metformin 500mg,16,Monsoon,0,7
2025-07-14,Amlodipine 5mg,12,Monsoon,0,7
2025-07-14,Azithromycin 500mg,8,Monsoon,0,7
2025-07-14,Ibuprofen 400mg,12,Monsoon,0,7
2025-07-14,Zinc Tablets 20mg,23,Monsoon,0,7
2025-07-14,Multivitamin Complex,14,Monsoon,0,7
2025-07-14,Folic Acid 5mg,14,Monsoon,0,7
2025-07-14,Atorvastatin 10mg,14,Monsoon,0,7
2025-07-14,Levocetirizine 5mg,9,Monsoon,0,7
2025-07-14,Ranitidine 150mg,23,Monsoon,0,7
2025-07-14,Diclofenac Gel 30g,3,Monsoon,0,7
2025-07-14,ORS (Orange Flavor),13,Monsoon,0,7
2025-07-14,Dolo 650mg,38,Monsoon,0,7
2025-07-14,Erythromycin 250mg,17,Monsoon,0,7
2025-07-14,Montelukast 10mg,7,Monsoon,0,7
2025-07-14,Carbamazepine 200mg,2,Monsoon,0,7
2025-07-15,Paracetamol 650mg,38,Monsoon,1,7
2025-07-15,Cetirizine 10mg,20,Monsoon,1,7
2025-07-15,Amoxicillin 500mg,22,Monsoon,1,7
2025-07-15,Insulin Glargine 100IU,4,Monsoon,1,7
2025-07-15,Salbutamol Inhaler,10,Monsoon,1,7
2025-07-15,Phenytoin 100mg,2,Monsoon,1,7
2025-07-15,ORS (Oral Rehydration),29,Monsoon,1,7
2025-07-15,Cough Syrup 100ml,15,Monsoon,1,7
2025-07-15,Pantoprazole 40mg,19,Monsoon,1,7
2025-07-15,Metformin 500mg,15,Monsoon,1,7
2025-07-15,Amlodipine 5mg,11,Monsoon,1,7
2025-07-15,Azithromycin 500mg,9,Monsoon,1,7
2025-07-15,Ibuprofen 400mg,19,Monsoon,1,7
2025-07-15,Zinc Tablets 20mg,21,Monsoon,1,7
2025-07-15,Multivitamin Complex,10,Monsoon,1,7
2025-07-15,Folic Acid 5mg,19,Monsoon,1,7
2025-07-15,Atorvastatin 10mg,12,Monsoon,1,7
2025-07-15,Levocetirizine 5mg,7,Monsoon,1,7
2025-07-15,Ranitidine 150mg,16,Monsoon,1,7
2025-07-15,Diclofenac Gel 30g,5,Monsoon,1,7
2025-07-15,ORS (Orange Flavor),18,Monsoon,1,7
2025-07-15,Dolo 650mg,45,Monsoon,1,7
2025-07-15,Erythromycin 250mg,9,Monsoon,1,7
2025-07-15,Montelukast 10mg,10,Monsoon,1,7
2025-07-15,Carbamazepine 200mg,2,Monsoon,1,7
2025-07-16,Paracetamol 650mg,43,Monsoon,2,7
2025-07-16,Cetirizine 10mg,19,Monsoon,2,7
2025-07-16,Amoxicillin 500mg,35,Monsoon,2,7
2025-07-16,Insulin Glargine 100IU,2,Monsoon,2,7
2025-07-16,Salbutamol Inhaler,7,Monsoon,2,7
2025-07-16,Phenytoin 100mg,2,Monsoon,2,7
2025-07-16,ORS (Oral Rehydration),39,Monsoon,2,7
2025-07-16,Cough Syrup 100ml,15,Monsoon,2,7
2025-07-16,Pantoprazole 40mg,13,Monsoon,2,7
2025-07-16,Metformin 500mg,20,Monsoon,2,7
2025-07-16,Amlodipine 5mg,9,Monsoon,2,7
2025-07-16,Azithromycin 500mg,7,Monsoon,2,7
2025-07-16,Ibuprofen 400mg,13,Monsoon,2,7
2025-07-16,Zinc Tablets 20mg,29,Monsoon,2,7
2025-07-16,Multivitamin Complex,12,Monsoon,2,7
2025-07-16,Folic Acid 5mg,11,Monsoon,2,7
2025-07-16,Atorvastatin 10mg,16,Monsoon,2,7
2025-07-16,Levocetirizine 5mg,12,Monsoon,2,7
2025-07-16,Ranitidine 150mg,18,Monsoon,2,7
2025-07-16,Diclofenac Gel 30g,4,Monsoon,2,7
2025-07-16,ORS (Orange Flavor),13,Monsoon,2,7
2025-07-16,Dolo 650mg,42,Monsoon,2,7
2025-07-16,Erythromycin 250mg,17,Monsoon,2,7
2025-07-16,Montelukast 10mg,10,Monsoon,2,7
2025-07-16,Carbamazepine 200mg,7,Monsoon,2,7
2025-07-17,Paracetamol 650mg,40,Monsoon,3,7
2025-07-17,Cetirizine 10mg,18,Monsoon,3,7
2025-07-17,Amoxicillin 500mg,32,Monsoon,3,7
2025-07-17,Insulin Glargine 100IU,9,Monsoon,3,7
2025-07-17,Salbutamol Inhaler,10,Monsoon,3,7
2025-07-17,Phenytoin 100mg,4,Monsoon,3,7
2025-07-17,ORS (Oral Rehydration),33,Monsoon,3,7
2025-07-17,Cough Syrup 100ml,14,Monsoon,3,7
2025-07-17,Pantoprazole 40mg,11,Monsoon,3,7
2025-07-17,Metformin 500mg,21,Monsoon,3,7
2025-07-17,Amlodipine 5mg,13,Monsoon,3,7
2025-07-17,Azithromycin 500mg,7,Monsoon,3,7
2025-07-17,Ibuprofen 400mg,8,Monsoon,3,7
2025-07-17,Zinc Tablets 20mg,30,Monsoon,3,7
2025-07-17,Multivitamin Complex,8,Monsoon,3,7
2025-07-17,Folic Acid 5mg,16,Monsoon,3,7
2025-07-17,Atorvastatin 10mg,12,Monsoon,3,7
2025-07-17,Levocetirizine 5mg,12,Monsoon,3,7
2025-07-17,Ranitidine 150mg,22,Monsoon,3,7
2025-07-17,Diclofenac Gel 30g,8,Monsoon,3,7
2025-07-17,ORS (Orange Flavor),13,Monsoon,3,7
2025-07-17,Dolo 650mg,44,Monsoon,3,7
2025-07-17,Erythromycin 250mg,11,Monsoon,3,7
2025-07-17,Montelukast 10mg,6,Monsoon,3,7
2025-07-17,Carbamazepine 200mg,6,Monsoon,3,7
2025-07-18,Paracetamol 650mg,49,Monsoon,4,7
2025-07-18,Cetirizine 10mg,19,Monsoon,4,7
2025-07-18,Amoxicillin 500mg,25,Monsoon,4,7
2025-07-18,Insulin Glargine 100IU,8,Monsoon,4,7
2025-07-18,Salbutamol Inhaler,7,Monsoon,4,7
2025-07-18,Phenytoin 100mg,2,Monsoon,4,7
2025-07-18,ORS (Oral Rehydration),30,Monsoon,4,7
2025-07-18,Cough Syrup 100ml,11,Monsoon,4,7
2025-07-18,Pantoprazole 40mg,16,Monsoon,4,7
2025-07-18,Metformin 500mg,18,Monsoon,4,7
2025-07-18,Amlodipine 5mg,17,Monsoon,4,7
2025-07-18,Azithromycin 500mg,7,Monsoon,4,7
2025-07-18,Ibuprofen 400mg,12,Monsoon,4,7
2025-07-18,Zinc Tablets 20mg,24,Monsoon,4,7
2025-07-18,Multivitamin Complex,6,Monsoon,4,7
2025-07-18,Folic Acid 5mg,19,Monsoon,4,7
2025-07-18,Atorvastatin 10mg,8,Monsoon,4,7
2025-07-18,Levocetirizine 5mg,13,Monsoon,4,7
2025-07-18,Ranitidine 150mg,17,Monsoon,4,7
2025-07-18,Diclofenac Gel 30g,1,Monsoon,4,7
2025-07-18,ORS (Orange Flavor),23,Monsoon,4,7
2025-07-18,Dolo 650mg,35,Monsoon,4,7
2025-07-18,Erythromycin 250mg,15,Monsoon,4,7
2025-07-18,Montelukast 10mg,7,Monsoon,4,7
2025-07-18,Carbamazepine 200mg,6,Monsoon,4,7
2025-07-19,Paracetamol 650mg,49,Monsoon,5,7
2025-07-19,Cetirizine 10mg,24,Monsoon,5,7
2025-07-19,Amoxicillin 500mg,24,Monsoon,5,7
2025-07-19,Insulin Glargine 100IU,3,Monsoon,5,7
2025-07-19,Salbutamol Inhaler,9,Monsoon,5,7
2025-07-19,Phenytoin 100mg,1,Monsoon,5,7
2025-07-19,ORS (Oral Rehydration),46,Monsoon,5,7
2025-07-19,Cough Syrup 100ml,13,Monsoon,5,7
2025-07-19,Pantoprazole 40mg,16,Monsoon,5,7
2025-07-19,Metformin 500mg,19,Monsoon,5,7
2025-07-19,Amlodipine 5mg,13,Monsoon,5,7
2025-07-19,Azithromycin 500mg,10,Monsoon,5,7
2025-07-19,Ibuprofen 400mg,14,Monsoon,5,7
2025-07-19,Zinc Tablets 20mg,20,Monsoon,5,7
2025-07-19,Multivitamin Complex,12,Monsoon,5,7
2025-07-19,Folic Acid 5mg,10,Monsoon,5,7
2025-07-19,Atorvastatin 10mg,14,Monsoon,5,7
2025-07-19,Levocetirizine 5mg,11,Monsoon,5,7
2025-07-19,Ranitidine 150mg,9,Monsoon,5,7
2025-07-19,Diclofenac Gel 30g,10,Monsoon,5,7
2025-07-19,ORS (Orange Flavor),16,Monsoon,5,7
2025-07-19,Dolo 650mg,45,Monsoon,5,7
2025-07-19,Erythromycin 250mg,14,Monsoon,5,7
2025-07-19,Montelukast 10mg,13,Monsoon,5,7
2025-07-19,Carbamazepine 200mg,6,Monsoon,5,7
2025-07-20,Paracetamol 650mg,31,Monsoon,6,7
2025-07-20,Cetirizine 10mg,22,Monsoon,6,7
2025-07-20,Amoxicillin 500mg,22,Monsoon,6,7
2025-07-20,Insulin Glargine 100IU,3,Monsoon,6,7
2025-07-20,Salbutamol Inhaler,6,Monsoon,6,7
2025-07-20,Phenytoin 100mg,2,Monsoon,6,7
2025-07-20,ORS (Oral Rehydration),29,Monsoon,6,7
2025-07-20,Cough Syrup 100ml,11,Monsoon,6,7
2025-07-20,Pantoprazole 40mg,21,Monsoon,6,7
2025-07-20,Metformin 500mg,19,Monsoon,6,7
2025-07-20,Amlodipine 5mg,19,Monsoon,6,7
2025-07-20,Azithromycin 500mg,8,Monsoon,6,7
2025-07-20,Ibuprofen 400mg,10,Monsoon,6,7
2025-07-20,Zinc Tablets 20mg,19,Monsoon,6,7
2025-07-20,Multivitamin Complex,13,Monsoon,6,7
2025-07-20,Folic Acid 5mg,12,Monsoon,6,7
2025-07-20,Atorvastatin 10mg,15,Monsoon,6,7
2025-07-20,Levocetirizine 5mg,7,Monsoon,6,7
2025-07-20,Ranitidine 150mg,13,Monsoon,6,7
2025-07-20,Diclofenac Gel 30g,5,Monsoon,6,7
2025-07-20,ORS (Orange Flavor),17,Monsoon,6,7
2025-07-20,Dolo 650mg,41,Monsoon,6,7
2025-07-20,Erythromycin 250mg,9,Monsoon,6,7
2025-07-20,Montelukast 10mg,3,Monsoon,6,7
2025-07-20,Carbamazepine 200mg,3,Monsoon,6,7
2025-07-21,Paracetamol 650mg,51,Monsoon,0,7
2025-07-21,Cetirizine 10mg,21,Monsoon,0,7
2025-07-21,Amoxicillin 500mg,24,Monsoon,0,7
2025-07-21,Insulin Glargine 100IU,10,Monsoon,0,7
2025-07-21,Salbutamol Inhaler,5,Monsoon,0,7
2025-07-21,Phenytoin 100mg,1,Monsoon,0,7
2025-07-21,ORS (Oral Rehydration),24,Monsoon,0,7
2025-07-21,Cough Syrup 100ml,12,Monsoon,0,7
2025-07-21,Pantoprazole 40mg,13,Monsoon,0,7
2025-07-21,Metformin 500mg,27,Monsoon,0,7
2025-07-21,Amlodipine 5mg,22,Monsoon,0,7
2025-07-21,Azithromycin 500mg,5,Monsoon,0,7
2025-07-21,Ibuprofen 400mg,13,Monsoon,0,7
2025-07-21,Zinc Tablets 20mg,24,Monsoon,0,7
2025-07-21,Multivitamin Complex,11,Monsoon,0,7
2025-07-21,Folic Acid 5mg,15,Monsoon,0,7
2025-07-21,Atorvastatin 10mg,8,Monsoon,0,7
2025-07-21,Levocetirizine 5mg,12,Monsoon,0,7
2025-07-21,Ranitidine 150mg,14,Monsoon,0,7
2025-07-21,Diclofenac Gel 30g,7,Monsoon,0,7
2025-07-21,ORS (Orange Flavor),16,Monsoon,0,7
2025-07-21,Dolo 650mg,46,Monsoon,0,7
2025-07-21,Erythromycin 250mg,11,Monsoon,0,7
2025-07-21,Montelukast 10mg,7,Monsoon,0,7
2025-07-21,Carbamazepine 200mg,5,Monsoon,0,7
2025-07-22,Paracetamol 650mg,44,Monsoon,1,7
2025-07-22,Cetirizine 10mg,28,Monsoon,1,7
2025-07-22,Amoxicillin 500mg,20,Monsoon,1,7
2025-07-22,Insulin Glargine 100IU,8,Monsoon,1,7
2025-07-22,Salbutamol Inhaler,3,Monsoon,1,7
2025-07-22,Phenytoin 100mg,2,Monsoon,1,7
2025-07-22,ORS (Oral Rehydration),29,Monsoon,1,7
2025-07-22,Cough Syrup 100ml,9,Monsoon,1,7
2025-07-22,Pantoprazole 40mg,18,Monsoon,1,7
2025-07-22,Metformin 500mg,11,Monsoon,1,7
2025-07-22,Amlodipine 5mg,7,Monsoon,1,7
2025-07-22,Azithromycin 500mg,7,Monsoon,1,7
2025-07-22,Ibuprofen 400mg,19,Monsoon,1,7
2025-07-22,Zinc Tablets 20mg,19,Monsoon,1,7
2025-07-22,Multivitamin Complex,13,Monsoon,1,7
2025-07-22,Folic Acid 5mg,10,Monsoon,1,7
2025-07-22,Atorvastatin 10mg,8,Monsoon,1,7
2025-07-22,Levocetirizine 5mg,9,Monsoon,1,7
2025-07-22,Ranitidine 150mg,12,Monsoon,1,7
2025-07-22,Diclofenac Gel 30g,6,Monsoon,1,7
2025-07-22,ORS (Orange Flavor),15,Monsoon,1,7
2025-07-22,Dolo 650mg,58,Monsoon,1,7
2025-07-22,Erythromycin 250mg,15,Monsoon,1,7
2025-07-22,Montelukast 10mg,4,Monsoon,1,7
2025-07-22,Carbamazepine 200mg,5,Monsoon,1,7
2025-07-23,Paracetamol 650mg,41,Monsoon,2,7
2025-07-23,Cetirizine 10mg,25,Monsoon,2,7
2025-07-23,Amoxicillin 500mg,26,Monsoon,2,7
2025-07-23,Insulin Glargine 100IU,6,Monsoon,2,7
2025-07-23,Salbutamol Inhaler,6,Monsoon,2,7
2025-07-23,Phenytoin 100mg,2,Monsoon,2,7
2025-07-23,ORS (Oral Rehydration),31,Monsoon,2,7
2025-07-23,Cough Syrup 100ml,9,Monsoon,2,7
2025-07-23,Pantoprazole 40mg,20,Monsoon,2,7
2025-07-23,Metformin 500mg,12,Monsoon,2,7
2025-07-23,Amlodipine 5mg,9,Monsoon,2,7
2025-07-23,Azithromycin 500mg,7,Monsoon,2,7
2025-07-23,Ibuprofen 400mg,10,Monsoon,2,7
2025-07-23,Zinc Tablets 20mg,25,Monsoon,2,7
2025-07-23,Multivitamin Complex,14,Monsoon,2,7
2025-07-23,Folic Acid 5mg,10,Monsoon,2,7
2025-07-23,Atorvastatin 10mg,11,Monsoon,2,7
2025-07-23,Levocetirizine 5mg,6,Monsoon,2,7
2025-07-23,Ranitidine 150mg,17,Monsoon,2,7
2025-07-23,Diclofenac Gel 30g,2,Monsoon,2,7
2025-07-23,ORS (Orange Flavor),12,Monsoon,2,7
2025-07-23,Dolo 650mg,49,Monsoon,2,7
2025-07-23,Erythromycin 250mg,12,Monsoon,2,7
2025-07-23,Montelukast 10mg,10,Monsoon,2,7
2025-07-23,Carbamazepine 200mg,7,Monsoon,2,7
2025-07-24,Paracetamol 650mg,48,Monsoon,3,7
2025-07-24,Cetirizine 10mg,30,Monsoon,3,7
2025-07-24,Amoxicillin 500mg,12,Monsoon,3,7
2025-07-24,Insulin Glargine 100IU,4,Monsoon,3,7
2025-07-24,Salbutamol Inhaler,7,Monsoon,3,7
2025-07-24,Phenytoin 100mg,5,Monsoon,3,7
2025-07-24,ORS (Oral Rehydration),28,Monsoon,3,7
2025-07-24,Cough Syrup 100ml,13,Monsoon,3,7
2025-07-24,Pantoprazole 40mg,16,Monsoon,3,7
2025-07-24,Metformin 500mg,24,Monsoon,3,7
2025-07-24,Amlodipine 5mg,13,Monsoon,3,7
2025-07-24,Azithromycin 500mg,9,Monsoon,3,7
2025-07-24,Ibuprofen 400mg,14,Monsoon,3,7
2025-07-24,Zinc Tablets 20mg,30,Monsoon,3,7
2025-07-24,Multivitamin Complex,10,Monsoon,3,7
2025-07-24,Folic Acid 5mg,9,Monsoon,3,7
2025-07-24,Atorvastatin 10mg,12,Monsoon,3,7
2025-07-24,Levocetirizine 5mg,7,Monsoon,3,7
2025-07-24,Ranitidine 150mg,8,Monsoon,3,7
2025-07-24,Diclofenac Gel 30g,2,Monsoon,3,7
2025-07-24,ORS (Orange Flavor),19,Monsoon,3,7
2025-07-24,Dolo 650mg,48,Monsoon,3,7
2025-07-24,Erythromycin 250mg,12,Monsoon,3,7
2025-07-24,Montelukast 10mg,8,Monsoon,3,7
2025-07-24,Carbamazepine 200mg,5,Monsoon,3,7
2025-07-25,Paracetamol 650mg,35,Monsoon,4,7
2025-07-25,Cetirizine 10mg,23,Monsoon,4,7
2025-07-25,Amoxicillin 500mg,28,Monsoon,4,7
2025-07-25,Insulin Glargine 100IU,5,Monsoon,4,7
2025-07-25,Salbutamol Inhaler,4,Monsoon,4,7
2025-07-25,Phenytoin 100mg,2,Monsoon,4,7
2025-07-25,ORS (Oral Rehydration),31,Monsoon,4,7
2025-07-25,Cough Syrup 100ml,8,Monsoon,4,7
2025-07-25,Pantoprazole 40mg,18,Monsoon,4,7
2025-07-25,Metformin 500mg,25,Monsoon,4,7
2025-07-25,Amlodipine 5mg,16,Monsoon,4,7
2025-07-25,Azithromycin 500mg,10,Monsoon,4,7
2025-07-25,Ibuprofen 400mg,12,Monsoon,4,7
2025-07-25,Zinc Tablets 20mg,32,Monsoon,4,7
2025-07-25,Multivitamin Complex,17,Monsoon,4,7
2025-07-25,Folic Acid 5mg,17,Monsoon,4,7
2025-07-25,Atorvastatin 10mg,7,Monsoon,4,7
2025-07-25,Levocetirizine 5mg,5,Monsoon,4,7
2025-07-25,Ranitidine 150mg,10,Monsoon,4,7
2025-07-25,Diclofenac Gel 30g,4,Monsoon,4,7
2025-07-25,ORS (Orange Flavor),11,Monsoon,4,7
2025-07-25,Dolo 650mg,65,Monsoon,4,7
2025-07-25,Erythromycin 250mg,10,Monsoon,4,7
2025-07-25,Montelukast 10mg,11,Monsoon,4,7
2025-07-25,Carbamazepine 200mg,7,Monsoon,4,7
2025-07-26,Paracetamol 650mg,42,Monsoon,5,7
2025-07-26,Cetirizine 10mg,21,Monsoon,5,7
2025-07-26,Amoxicillin 500mg,21,Monsoon,5,7
2025-07-26,Insulin Glargine 100IU,6,Monsoon,5,7
2025-07-26,Salbutamol Inhaler,6,Monsoon,5,7
2025-07-26,Phenytoin 100mg,2,Monsoon,5,7
2025-07-26,ORS (Oral Rehydration),37,Monsoon,5,7
2025-07-26,Cough Syrup 100ml,13,Monsoon,5,7
2025-07-26,Pantoprazole 40mg,16,Monsoon,5,7
2025-07-26,Metformin 500mg,15,Monsoon,5,7
2025-07-26,Amlodipine 5mg,11,Monsoon,5,7
2025-07-26,Azithromycin 500mg,9,Monsoon,5,7
